CATEGORIE;DATE;QUART;PDQ;X;Y;LONGITUDE;LATITUDE
Vol dans / sur vehicule moteur;2019-12-27;jour;49;305297.202989429;5054852.10200593;#CHAMP!;45.633566019617405
Introduction;2019-12-27;jour;27;292000.188001106;5044924.34699444;#CHAMP!;45.544115737560126
Vol dans / sur vehicule moteur;2019-12-27;jour;27;292357.9720060951;5046436.2899994;#CHAMP!;45.55772716634078
Vol dans / sur vehicule moteur;2019-12-27;jour;27;293085.58900722093;5047541.700998989;#CHAMP!;45.56768661367078
Introduction;2019-12-27;nuit;26;292749.7809952161;5041389.00000094;#CHAMP!;45.51231679089323
Mefait;2019-12-27;jour;38;297784.514992337;5041818.5730026;#CHAMP!;45.5162510853593
Vol dans / sur vehicule moteur;2019-12-27;nuit;21;0;0;1;1
Mefait;2019-12-27;soir;21;0;0;1;1
Mefait;2019-12-27;nuit;22;300332.587995484;5044174.10300131;#CHAMP!;45.53746803977933
Vols qualifies;2019-12-27;soir;42;298459.063002436;5049470.499999089;#CHAMP!;45.58511223132037
Mefait;2019-12-27;soir;35;0;0;1;1
Mefait;2019-12-27;jour;39;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-27;jour;35;295809.875;5043117.673;#CHAMP!;45.52791821966239
Mefait;2019-12-27;soir;50;292623.396;5045669.043;#CHAMP!;45.55082792798599
Vol dans / sur vehicule moteur;2019-12-27;jour;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-27;jour;21;0;0;1;1
Introduction;2019-12-27;soir;21;300413.659;5041458.519;#CHAMP!;45.513032668797344
Vols qualifies;2019-12-27;nuit;10;289436.997993019;5044455.008008711;#CHAMP!;45.53984066336773
Mefait;2019-12-27;jour;11;295199.926;5037855.061;#CHAMP!;45.48055495718122
Vol dans / sur vehicule moteur;2019-12-27;jour;42;297317.125005792;5047857.4999957;#CHAMP!;45.57058662761471
Vol dans / sur vehicule moteur;2019-12-27;jour;5;279044.775997716;5036460.41599907;#CHAMP!;45.46759641792894
Mefait;2019-12-27;soir;39;295163.20600225;5051729.36199369;#CHAMP!;45.60540021446571
Vol de vehicule moteur;2019-12-27;nuit;44;299748.779010277;5048269.58299457;#CHAMP!;45.57431657707663
Vol dans / sur vehicule moteur;2019-12-27;nuit;15;299745.886997054;5037427.04900708;#CHAMP!;45.4767512183185
Introduction;2019-12-27;jour;48;301974.1070094709;5048084.60699566;#CHAMP!;45.57266469964485
Introduction;2019-12-27;soir;15;298683.581995324;5037821.058995729;#CHAMP!;45.480288204052776
Mefait;2019-12-26;jour;22;300819.29500830494;5043175.595998969;#CHAMP!;45.52848604566178
Introduction;2019-12-26;jour;39;295735.468998903;5051639.00000476;#CHAMP!;45.60459481272124
Mefait;2019-12-26;soir;48;302423.012009424;5049168.60300199;#CHAMP!;45.58242051105768
Introduction;2019-12-26;jour;31;295962.622002235;5044536.4719969;#CHAMP!;45.54068704185698
Vol dans / sur vehicule moteur;2019-12-26;jour;39;294415.093996364;5049683.49999793;#CHAMP!;45.586980245138605
Vol dans / sur vehicule moteur;2019-12-26;nuit;21;300467.05200074;5040282.24099722;#CHAMP!;45.50244836073565
Vols qualifies;2019-12-26;soir;46;299675.1920076;5050910.87299755;#CHAMP!;45.598083139760014
Mefait;2019-12-26;soir;45;297083.03;5053955.272;#CHAMP!;45.62545344918255
Introduction;2019-12-26;jour;38;299192.6200012991;5042110.462992129;#CHAMP!;45.5188903739976
Introduction;2019-12-26;soir;44;300391.387008888;5045816.610991871;#CHAMP!;45.55224829204831
Vols qualifies;2019-12-26;soir;10;292854.259;5043730.233;#CHAMP!;45.533385861738374
Vol dans / sur vehicule moteur;2019-12-26;jour;4;278646.063;5039051.301;#CHAMP!;45.49089519913577
Introduction;2019-12-26;jour;27;291400.04;5046172.486;#CHAMP!;45.5553356005687
Introduction;2019-12-26;jour;46;298673.0940023931;5052045.49999468;#CHAMP!;45.60828470395306
Vol dans / sur vehicule moteur;2019-12-26;nuit;7;286682.687991684;5040284.499992849;#CHAMP!;45.50224688430475
Introduction;2019-12-26;jour;44;298539.461993977;5046298.66799263;#CHAMP!;45.55657181872557
Vols qualifies;2019-12-26;soir;12;297933.15599755396;5038476.00000511;#CHAMP!;45.486174680809256
Introduction;2019-12-26;jour;33;295312.652998383;5042830.92200768;#CHAMP!;45.525331336547175
Introduction;2019-12-26;jour;48;302729.266000111;5050945.832998069;#CHAMP!;45.598413522835386
Introduction;2019-12-26;jour;48;302729.266000111;5050945.832998069;#CHAMP!;45.598413522835386
Introduction;2019-12-26;jour;39;293497.062996477;5049185.000005669;#CHAMP!;45.582480294211074
Mefait;2019-12-26;jour;30;296888.819998278;5046469.388006769;#CHAMP!;45.55809121596997
Introduction;2019-12-26;nuit;38;296777.686007898;5042988.59600437;#CHAMP!;45.526768547609564
Vol dans / sur vehicule moteur;2019-12-26;jour;38;298597.709998788;5041897.07600251;#CHAMP!;45.51696519444592
Mefait;2019-12-26;soir;15;297282.956003668;5035433.06799793;#CHAMP!;45.45878626133873
Vol de vehicule moteur;2019-12-26;soir;48;301755.542;5049999.053;#CHAMP!;45.589890545668254
Vol dans / sur vehicule moteur;2019-12-26;jour;42;296059.977;5051031.771;#CHAMP!;45.599134966105886
Introduction;2019-12-26;jour;30;294622.3510095271;5048134.238998329;#CHAMP!;45.57304261645188
Introduction;2019-12-26;jour;7;288674.8709993791;5041476.76815232;#CHAMP!;45.513024241505335
Vol dans / sur vehicule moteur;2019-12-26;jour;12;298505.5530082709;5039407.55100186;#CHAMP!;45.49456258438538
Introduction;2019-12-26;jour;22;300373.670996539;5042000.75300461;#CHAMP!;45.51791165794507
Vol dans / sur vehicule moteur;2019-12-26;jour;21;300299.03;5040728.57;#CHAMP!;45.50646355425384
Vols qualifies;2019-12-26;jour;23;300951.795994572;5045640.94000788;#CHAMP!;45.550670865231254
Introduction;2019-12-26;nuit;22;300946.891006989;5043435.09800514;#CHAMP!;45.53082186164912
Vol dans / sur vehicule moteur;2019-12-26;soir;20;0;0;1;1
Mefait;2019-12-26;jour;49;304761.577;5060286.586;#CHAMP!;45.68246668929827
Vol dans / sur vehicule moteur;2019-12-26;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-26;soir;38;0;0;1;1
Mefait;2019-12-26;jour;7;0;0;1;1
Mefait;2019-12-26;jour;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-26;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-26;jour;33;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-26;jour;38;0;0;1;1
Introduction;2019-12-26;soir;49;305533.487007605;5060556.180997869;#CHAMP!;45.6848921570461
Vol de vehicule moteur;2019-12-26;jour;48;302587.880005635;5051984.70499962;#CHAMP!;45.6077611390441
Introduction;2019-12-26;soir;48;303029.108009065;5051208.09799554;#CHAMP!;45.60077428422901
Introduction;2019-12-26;soir;48;303105.804990614;5052354.099000929;#CHAMP!;45.61108649819277
Introduction;2019-12-26;jour;27;294163.348;5045419.469;#CHAMP!;45.548607400906846
Introduction;2019-12-26;jour;31;295298.0989981791;5044971.56900082;#CHAMP!;45.54459344937499
Vol dans / sur vehicule moteur;2019-12-26;jour;20;300521.615;5039419.421;#CHAMP!;45.49468466937382
Vols qualifies;2019-12-26;soir;5;279679.101;5035904.53;#CHAMP!;45.46261746458032
Mefait;2019-12-26;soir;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-26;soir;20;0;0;1;1
Mefait;2019-12-26;jour;10;0;0;1;1
Mefait;2019-12-26;jour;39;0;0;1;1
Vol de vehicule moteur;2019-12-26;jour;26;0;0;1;1
Mefait;2019-12-26;nuit;21;299981.398999108;5040996.24699428;#CHAMP!;45.50887010167906
Introduction;2019-12-26;jour;35;295807.195999476;5043896.7859971;#CHAMP!;45.53492892990616
Vol de vehicule moteur;2019-12-26;jour;48;302258.353003177;5051623.88499398;#CHAMP!;45.60451325788615
Mefait;2019-12-26;soir;21;300251.964997377;5040480.22700079;#CHAMP!;45.50422855385858
Vol dans / sur vehicule moteur;2019-12-26;jour;21;302754.15;5040687.093;#CHAMP!;45.50610184857943
Introduction;2019-12-25;soir;27;293247.60299228;5044858.55199786;#CHAMP!;45.54354549625874
Mefait;2019-12-25;jour;42;296398.46900681;5049106.999992929;#CHAMP!;45.581819518043545
Mefait;2019-12-25;jour;42;296398.46900681;5049106.999992929;#CHAMP!;45.581819518043545
Introduction;2019-12-25;soir;46;298473.499997393;5051872.50000802;#CHAMP!;45.60672621769064
Vol dans / sur vehicule moteur;2019-12-25;nuit;16;299547.3440042081;5035679.00000426;#CHAMP!;45.4610199722465
Vol de vehicule moteur;2019-12-25;jour;46;298296.718;5051860.924;#CHAMP!;45.60662042228505
Introduction;2019-12-25;nuit;35;297207.092989755;5044741.98500317;#CHAMP!;45.542550995775414
Introduction;2019-12-25;nuit;39;296012.159992585;5052798.340997569;#CHAMP!;45.61503039871705
Introduction;2019-12-25;jour;46;301143.028;5050741.779;#CHAMP!;45.596570854601445
Introduction;2019-12-25;nuit;42;298072.688;5048089.5;#CHAMP!;45.57268194957047
Introduction;2019-12-25;nuit;30;296834.423;5045972.375;#CHAMP!;45.553618307514576
Vols qualifies;2019-12-25;soir;8;293025.062998958;5033854.9999953;#CHAMP!;45.4445272608909
Vol dans / sur vehicule moteur;2019-12-25;jour;42;296652.875;5050809;#CHAMP!;45.59713761402793
Mefait;2019-12-25;nuit;7;289143.836;5042848.18;#CHAMP!;45.525375371141116
Mefait;2019-12-25;jour;10;287292.395001998;5043532.60999936;#CHAMP!;45.531490048701826
Mefait;2019-12-25;jour;33;294347.1179971789;5043159.06499251;#CHAMP!;45.52827027754472
Vols qualifies;2019-12-25;soir;42;299293.374992283;5049492.499998449;#CHAMP!;45.58531729878954
Introduction;2019-12-25;jour;35;296238.400003682;5044415.576994909;#CHAMP!;45.53960262937811
Mefait;2019-12-25;jour;39;296064.268006803;5052746.841995889;#CHAMP!;45.61456765556509
Vols qualifies;2019-12-25;nuit;8;293270.71900451893;5033812.49999153;#CHAMP!;45.44414891987393
Introduction;2019-12-25;soir;20;298790.62000949396;5039874.63099196;#CHAMP!;45.49876808524617
Vol de vehicule moteur;2019-12-25;soir;39;294782.814000293;5051564.41200196;#CHAMP!;45.60391057604067
Introduction;2019-12-25;jour;33;294719.61499412;5043368.06700348;#CHAMP!;45.53015644109718
Vol dans / sur vehicule moteur;2019-12-25;nuit;13;296318.75;5031699;#CHAMP!;45.42517417085533
Introduction;2019-12-25;nuit;33;294019.010995406;5043738.563007089;#CHAMP!;45.5334798113434
Mefait;2019-12-25;jour;42;0;0;1;1
Introduction;2019-12-25;nuit;48;303643.195004294;5051125.44400842;#CHAMP!;45.600031833851155
Introduction;2019-12-25;jour;44;0;0;1;1
Mefait;2019-12-25;jour;50;298042.337;5037496.564;#CHAMP!;45.47736233688414
Vols qualifies;2019-12-25;nuit;11;0;0;1;1
Mefait;2019-12-25;nuit;8;0;0;1;1
Introduction;2019-12-25;soir;15;297758.0309984461;5035890.47299856;#CHAMP!;45.46290716371411
Introduction;2019-12-25;soir;31;294952.00300752;5044651.066998071;#CHAMP!;45.54170465480701
Introduction;2019-12-25;jour;20;300148.56200759;5039000.554992631;#CHAMP!;45.49091314102836
Introduction;2019-12-25;jour;31;294568.4989916309;5045252.562995009;#CHAMP!;45.547111594211614
Vol dans / sur vehicule moteur;2019-12-25;jour;21;0;0;1;1
Introduction;2019-12-25;soir;27;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-25;soir;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-25;jour;16;0;0;1;1
Introduction;2019-12-25;jour;3;279216.7629983869;5041522.6559986;#CHAMP!;45.51315430931382
Vol dans / sur vehicule moteur;2019-12-25;jour;21;300369.450003373;5041615.98099282;#CHAMP!;45.51444929671904
Infractions entrainant la mort;2019-12-25;jour;12;298096.735993505;5039205.25600589;#CHAMP!;45.49273843850938
Vol dans / sur vehicule moteur;2019-12-25;jour;21;300560.11699223804;5041490.577992929;#CHAMP!;45.5133220546152
Mefait;2019-12-25;nuit;22;300510.24499496893;5041841.40500005;#CHAMP!;45.516478633927576
Mefait;2019-12-24;jour;31;295054.905993747;5044210.5689928;#CHAMP!;45.53774234626299
Vol de vehicule moteur;2019-12-24;nuit;39;295870.75;5051459;#CHAMP!;45.60297687805588
Vol dans / sur vehicule moteur;2019-12-24;jour;31;294836.2699954911;5044370.53599924;#CHAMP!;45.53917869341241
Vol dans / sur vehicule moteur;2019-12-24;jour;31;295100.19300057093;5045070.9770023;#CHAMP!;45.545485228935746
Vol de vehicule moteur;2019-12-24;jour;7;290118.938;5041977.5;#CHAMP!;45.517561904912945
Vols qualifies;2019-12-24;jour;26;293637.26135129;5041881.55414258;#CHAMP!;45.516763752893674
Vol dans / sur vehicule moteur;2019-12-24;soir;30;296640.955009936;5047726.059994689;#CHAMP!;45.56939629120449
Vol dans / sur vehicule moteur;2019-12-24;soir;26;293877.73200224893;5041937.12400118;#CHAMP!;45.517267600028745
Mefait;2019-12-24;nuit;3;274413.344002442;5034531.49999409;#CHAMP!;45.45005332784936
Introduction;2019-12-24;soir;3;273862.0940083241;5036047.499993609;#CHAMP!;45.46367054785262
Introduction;2019-12-24;nuit;13;294903.92519;5031858.47928;#CHAMP!;45.42659066410051
Mefait;2019-12-24;jour;21;300194.517006831;5041972.664001951;#CHAMP!;45.517657741431165
Vol dans / sur vehicule moteur;2019-12-24;nuit;21;300309.4400006689;5040118.56300502;#CHAMP!;45.50097451936875
Mefait;2019-12-24;soir;5;282404.7810061621;5037605.00000028;#CHAMP!;45.47801162125692
Introduction;2019-12-24;jour;22;300565.1990086291;5042784.59100608;#CHAMP!;45.52496613316163
Introduction;2019-12-24;soir;33;293962.195008846;5043606.32300511;#CHAMP!;45.53228898733082
Vol dans / sur vehicule moteur;2019-12-24;soir;48;303988.0379977291;5051539.60799266;#CHAMP!;45.60375908299868
Vol dans / sur vehicule moteur;2019-12-24;soir;48;303988.0379977291;5051539.60799266;#CHAMP!;45.60375908299868
Mefait;2019-12-24;jour;15;298942.6759955409;5038017.04399752;#CHAMP!;45.48205398855252
Mefait;2019-12-24;soir;11;293292.7329995711;5035886.21300115;#CHAMP!;45.46280954551015
Vol dans / sur vehicule moteur;2019-12-24;jour;4;281746.8129950109;5038067.50000358;#CHAMP!;45.48215194196719
Vol dans / sur vehicule moteur;2019-12-24;nuit;21;300492.262989551;5040223.09600761;#CHAMP!;45.50191630497301
Vol dans / sur vehicule moteur;2019-12-24;soir;38;298779.440995833;5043375.154004729;#CHAMP!;45.53026710897613
Vols qualifies;2019-12-24;jour;46;298917.968994723;5051346.28300467;#CHAMP!;45.60199508250324
Vol de vehicule moteur;2019-12-24;soir;39;293079.033992895;5049345.51099957;#CHAMP!;45.5839176983066
Introduction;2019-12-24;jour;10;289342.315000197;5044355.6649916;#CHAMP!;45.538944648909734
Vol dans / sur vehicule moteur;2019-12-24;soir;16;299168.093992302;5035075.999996689;#CHAMP!;45.45559092589978
Mefait;2019-12-24;jour;5;279685.969008316;5036356.00000137;#CHAMP!;45.466680196346665
Mefait;2019-12-24;jour;13;293469.7739970691;5031193.19900438;#CHAMP!;45.42058235991532
Introduction;2019-12-24;soir;30;297445.054004576;5046571.85700354;#CHAMP!;45.559019363838395
Introduction;2019-12-24;soir;27;292006.255993414;5045601.05700059;#CHAMP!;45.550205104653585
Introduction;2019-12-24;soir;27;291925.596000056;5045411.53499232;#CHAMP!;45.54849823864359
Vol dans / sur vehicule moteur;2019-12-24;nuit;20;0;0;1;1
Introduction;2019-12-24;soir;48;303643.195004294;5051125.44400842;#CHAMP!;45.600031833851155
Introduction;2019-12-24;jour;48;303643.195004294;5051125.44400842;#CHAMP!;45.600031833851155
Introduction;2019-12-24;soir;48;303643.195004294;5051125.44400842;#CHAMP!;45.600031833851155
Mefait;2019-12-24;nuit;30;296702.071999657;5046823.806996089;#CHAMP!;45.56127824657173
Vol dans / sur vehicule moteur;2019-12-24;nuit;38;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-24;nuit;21;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-24;soir;20;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-24;jour;7;290174.594;5040865.5;#CHAMP!;45.507556890373664
Vols qualifies;2019-12-24;jour;38;299292.196992379;5041453.19200672;#CHAMP!;45.51297677851962
Mefait;2019-12-24;soir;15;298636.731998064;5037872.8480067;#CHAMP!;45.48075381323248
Introduction;2019-12-24;jour;12;296824.404004732;5039102.830998269;#CHAMP!;45.49180339230416
Introduction;2019-12-24;soir;48;303354.498998183;5051070.61600591;#CHAMP!;45.59953793601621
Introduction;2019-12-24;jour;13;295596.563;5030674;#CHAMP!;45.41594153604439
Mefait;2019-12-24;jour;49;305341.255;5059409.142;#CHAMP!;45.67457110408856
Vol dans / sur vehicule moteur;2019-12-24;soir;20;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-24;soir;21;0;0;1;1
Vol de vehicule moteur;2019-12-24;soir;31;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-24;jour;21;0;0;1;1
Vol de vehicule moteur;2019-12-24;jour;42;0;0;1;1
Vol dans / sur vehicule moteur;2019-12-24;soir;12;298626.151998994;5039421.05200164;#CHAMP!;45.49468514969866
Vol dans / sur vehicule moteur;2019-12-24;soir;48;301659.6050058141;5048899.34899326;#CHAMP!;45.57999465422706
Mefait;2019-12-24;soir;21;300251.964997377;5040480.22700079;#CHAMP!;45.50422855385858
Vol dans / sur vehicule moteur;2019-12-24;jour;21;300251.964997377;5040480.22700079;#CHAMP!;45.50422855385858
Introduction;2019-12-24;soir;48;301266.9479964309;5050381.90000742;#CHAMP!;45.59333320262654
Mefait;2019-12-24;jour;50;299670.886982845;5035886.07317699;#CHAMP!;45.46288423595893
Vol dans / sur vehicule moteur;2019-12-23;jour;27;293745.8490101851;5048139.313995929;#CHAMP!;45.573074911717185
Introduction;2019-12-23;jour;39;293819.313009545;5050130.99999667;#CHAMP!;45.590997819315376
Introduction;2019-12-23;jour;39;293979.749994385;5049919.49999278;#CHAMP!;45.589097200618525
Vol dans / sur vehicule moteur;2019-12-23;jour;5;285071.813;5034806;#CHAMP!;45.45290554688723
Introduction;2019-12-23;jour;12;297258.5309979181;5038987.50000866;#CHAMP!;45.49077042022784
Introduction;2019-12-23;jour;44;300008.665998445;5045394.515007751;#CHAMP!;45.54844759652628
Mefait;2019-12-23;jour;30;294537.84100375196;5047999.58599288;#CHAMP!;45.57182972764135
Introduction;2019-12-23;jour;7;291332.139;5041304.22;#CHAMP!;45.511527971280486
Introduction;2019-12-23;jour;10;290890.073996102;5044395.32900667;#CHAMP!;45.53933417879364
Introduction;2019-12-23;nuit;38;299538.0909928641;5043653.09699701;#CHAMP!;45.53277428618578
Mefait;2019-12-23;jour;39;294336.562997215;5051825.50000104;#CHAMP!;45.60625333584707
Introduction;2019-12-23;jour;35;297897.7160039889;5044311.47200173;#CHAMP!;45.538684269852574
Mefait;2019-12-23;soir;7;286570.719005427;5039570.49999182;#CHAMP!;45.49581913699813
Vol de vehicule moteur;2019-12-23;jour;49;304985.719001348;5054437.50000057;#CHAMP!;45.62983548994403
Introduction;2019-12-23;soir;42;298891.352;5050160.309;#CHAMP!;45.591323137418634
Mefait;2019-12-23;jour;9;294117.140009079;5037536.36899666;#CHAMP!;45.477671496332675
Introduction;2019-12-23;jour;13;295502.145;5033498.464;#CHAMP!;45.4413563077894
Introduction;2019-12-23;jour;31;295962.622002235;5044536.4719969;#CHAMP!;45.54068704185698
Mefait;2019-12-23;nuit;27;292232.305994161;5047290.77399699;#CHAMP!;45.56541381452549
Vol dans / sur vehicule moteur;2019-12-23;jour;44;299084.879998497;5046328.09399754;#CHAMP!;45.55684129423042
Introduction;2019-12-23;jour;30;296131.959;5047185.119;#CHAMP!;45.564522582145145
Introduction;2019-12-23;jour;49;305709.717001513;5062122.67400642;#CHAMP!;45.69898745781775
Mefait;2019-12-23;soir;27;291594.647990094;5045992.75300259;#CHAMP!;45.55372202524206
Mefait;2019-12-23;nuit;27;292425.418;5047838.619;#CHAMP!;45.57034694431446
Mefait;2019-12-23;soir;46;298565.249997308;5051467.99999304;#CHAMP!;45.60308725028857
Vol dans / sur vehicule moteur;2019-12-23;jour;15;300869.544005817;5038528.003002449;#CHAMP!;45.48666533887652
Mefait;2019-12-23;soir;11;293852.815990046;5036870.0350008;#CHAMP!;45.4716714300272
Vol dans / sur vehicule moteur;2019-12-23;jour;31;295666.128;5044434.563;#CHAMP!;45.53976620463416
Vol dans / sur vehicule moteur;2019-12-23;jour;20;298883.048005753;5039699.05500912;#CHAMP!;45.497188966967684
Mefait;2019-12-23;jour;49;304364.671993407;5058164.06099826;#CHAMP!;45.66336773102093
Vol dans / sur vehicule moteur;2019-12-23;jour;21;299665.9039932221;5042320.08400498;#CHAMP!;45.520780273078
Mefait;2019-12-23;jour;39;295330.71899822896;5050474.99999506;#CHAMP!;45.59411544496199
Vol de vehicule moteur;2019-12-23;jour;39;295330.71899822896;5050474.99999506;#CHAMP!;45.59411544496199
Introduction;2019-12-23;soir;12;298341.4489950509;5039005.95300514;#CHAMP!;45.49094733044709
